N_umber,Loc_cluster_IPA,Dir_IPA,Loc_cluster,Form,Sample_1,Source,Spatial
2007,ɬ,NA,лъ,нāлъилъи,х,SA,no
2008,ɬ,NA,лъ,лагилъи,sample,SA,yes
2009,ɬ,NA,лъ,гIумрулъи,х,SA,no
2010,ɬ,NA,лъ,мухулъи,х,SA,no
2011,ɬ,NA,лъ,гIамалалъи,sample,SA,no
2012,ɬ,NA,лъ,мухулъи,х,SA,no
2013,ɬ,NA,лъ,бертинлъи,х,SA,no
2014,ɬ,NA,лъ,школалъи,х,SA,yes
2015,ɬ,NA,лъ,даскалъи,sample,SA,yes
2016,ɬ,NA,лъ,даскалъи,sample,SA,yes
2017,ɬː,NA,лълъ,гьулълъи,sample,SA,no
2018,ɬ,NA,лъ,машиналъи,sample,SA,yes
2019,ɬ,NA,лъ,макьилъи,х,SA,no_metaph
2020,ɬ,NA,лъ,къургIаналъи,sample,SA,unclear
2021,ɬ,NA,лъ,кIилулъи,х,SA,no
2022,ɬ,NA,лъ,ребулъи,sample,SA,no_time
2023,ɬ,NA,лъ,заманалъи,sample,SA,no_time
2024,ɬ,NA,лъ,заманалъи,х,SA,no_time
2025,ɬ,NA,лъ,гьунчIалъи,х,SA,no
2026,ɬ,a,лъ,каласалъи,х,SA,no_metaph
2027,ɬ,NA,лъ,лагалъи,sample,SA,yes
2028,ɬ,NA,лъ,макьилъидала,sample,SA,no_metaph
2029,ɬ,NA,лъ,къенулъи,х,SA,no_time
2030,ɬ,NA,лъ,институтилъи,х,SA,no_metaph
2031,ɬ,NA,лъ,интирнатилъи,sample,SA,no_metaph
2032,ɬ,NA,лъ,решилъи,sample,SA,no_time
2033,ɬ,NA,лъ,кабиналъи,sample,SA,yes
2034,ɬ,NA,лъ,кагъаталъи,sample,SA,yes
2035,ɬ,NA,лъ,сабранийалъи,sample,SA,no
2036,ɬ,NA,лъ,хъвахъулъи,х,SA,no
2037,ɬ,NA,лъ,канверталъи,sample,SA,yes
2038,ɬ,NA,лъ,каридоралъи,sample,SA,yes
2039,ɬ,NA,лъ,каридоралъи,х,SA,yes
2040,ɬ,NA,лъ,каридоралъи,х,SA,yes
2041,ɬ,NA,лъ,карталъи,sample,SA,yes
2042,ɬ,NA,лъ,кссалъи,х,SA,yes
2043,ɬ,NA,лъ,къенулъи,х,SA,no_time
2044,ɬ,NA,лъ,машиналъи,sample,SA,yes
2045,ɬ,NA,лъ,гьулъилъи,х,SA,no
2046,ɬ,NA,лъ,шагьаралъи,sample,SA,yes
2047,ɬ,NA,лъ,кулебалъилъи,sample,SA,yes
2048,ɬ,NA,лъ,рагъилъи,х,SA,no
2049,ɬ,NA,лъ,къадарирлъи,sample,SA,no
2050,ɬ,NA,лъ,къадрулъи,sample,SA,no
2051,ɬ,NA,лъ,ццибурулъи,х,SA,no_time
2052,ɬ,NA,лъ,къанцIалъи,sample,SA,yes
2053,ɬ,NA,лъ,къенулъи,х,SA,no_time
2054,ɬ,NA,лъ,къванкъватIир­лъи,sample,SA,yes
2055,ɬ,NA,лъ,гьандалъи,sample,SA,yes
2056,ɬ,NA,лъ,къванчилъи,sample,SA,yes
2057,ɬ,NA,лъ,рикьилъи,sample,SA,yes
2058,ɬ,NA,лъ,къенулъи,х,SA,no_time
2059,ɬ,NA,лъ,къенулъи,х,SA,no_time
2060,ɬ,NA,лъ,рагъилъи,х,SA,no
2061,ɬ,NA,лъ,щинвлъи,sample,SA,yes
2062,ɬ,NA,лъ,нассиралъи,sample,SA,yes 
2063,ɬ,NA,лъ,биччилъи,sample,SA,yes
2064,ɬ,NA,лъ,къороллъилъи,sample,SA,no_metaph
2065,ɬ,NA,лъ,къулгIāлъи,sample,SA,yes
2066,ɬ,NA,лъ,катушкалъи,sample,SA,yes__no
2067,ɬ,NA,лъ,къиндалъи,sample,SA,yes
2068,ɬ,NA,лъ,курушкалъи,sample,SA,yes
2069,ɬ,NA,лъ,жилалъи,sample,SA,yes
2070,ɬ,a,лъ,каласалъи,sample,SA,yes
2071,ɬ,NA,лъ,кIарулъи,sample,SA,yes
2072,ɬ,NA,лъ,кащиралъи,sample,SA,yes
2073,ɬ,NA,лъ,гьинцIцIулъи,sample,SA,no
2074,ɬ,a,лъ,каласалъи,х,SA,no_metaph
2075,ɬ,NA,лъ,кIилулъи,х,SA,no
2076,ɬ,NA,лъ,кIичIилъи,sample,SA,yes
2077,ɬ,NA,лъ,ребулъи,х,SA,no_time
2078,ɬ,NA,лъ,къенулъи,х,SA,no_time
2079,ɬ,NA,лъ,рухьулъи,sample,SA,yes
2080,ɬ,NA,лъ,лахIтулъи,sample,SA,yes
2081,ɬ,NA,лъ,биччилъи,sample,SA,yes
2082,ɬ,NA,лъ,мадрасалъи,х,SA,no_metaph
2083,ɬ,NA,лъ,мāйлъи,х,SA,no_time
2084,ɬ,NA,лъ,мāйлъи,sample,SA,no_time
2085,ɬ,NA,лъ,макьилъи,х,SA,no_metaph
2086,ɬ,NA,лъ,макьилъи,sample,SA,no_metaph
2087,ɬ,NA,лъ,макьилъи,х,SA,no_metaph
2088,ɬ,NA,лъ,ребулъи,х,SA,no_time
2089,ɬ,NA,лъ,паэталъи,sample,SA,no
2090,ɬ,NA,лъ,матIулъи,sample,SA,no_sense
2091,ɬ,NA,лъ,бакьаралъи,sample,SA,yes
2092,ɬ,NA,лъ,милицилъи,sample,SA,no_metaph
2093,ɬ,NA,лъ,минуталъи,sample,SA,no_time
2094,ɬ,NA,лъ,мискинирлъи,sample,SA,no
2095,ɬ,NA,лъ,бехъалъи,sample,SA,no
2096,ɬ,NA,лъ,паралъи,sample,SA,no_time
2097,ɬ,a,лъ,каласалъи,х,SA,no
2098,ɬ,NA,лъ,рагъилъи,х,SA,no
2099,ɬ,NA,лъ,сутIилъи,sample,SA,no_metaph
2100,ɬ,NA,лъ,мусрулъи,sample,SA,yes
2101,ɬ,NA,лъ,мухалъиццуб,х,SA,yes
2102,ɬ,NA,лъ,мухалъиццуб,sample,SA,yes
2103,ɬ,NA,лъ,инссалъи,sample,SA,yes 
2104,ɬ,NA,лъ,къиндалъи,sample,SA,yes
2105,ɬ,NA,лъ,гигиналъи,sample,SA,yes
2106,ɬ,NA,лъ,никкулъи,sample,SA,unclear
2107,ɬ,NA,лъ,нихилалъиссуб,х,SA,GEN
2108,ɬ,NA,лъ,пермалъи,sample,SA,no_metaph
2109,ɬ,NA,лъ,реулъи,sample,SA,no
2110,ɬ,NA,лъ,пабри­кIалъи,sample,SA,no_metaph
2111,ɬ,NA,лъ,паланалъиссуб,sample,SA,no
2112,ɬ,NA,лъ,палаталъи,sample,SA,yes
2113,ɬ,NA,лъ,ццибурулъиссуб,sample,SA,unclear
2114,ɬ,NA,лъ,паралъи,sample,SA,no_time
2115,ɬ,NA,лъ,пермалъи,х,SA,no_metaph
2116,ɬ,NA,лъ,печилъи,sample,SA,yes
2117,ɬ,NA,лъ,печилъи,х,SA,yes
2118,ɬ,NA,лъ,поткаласалъи,sample,SA,no  
2119,ɬ,NA,лъ,зивлъи,sample,SA,no_time
2120,ɬ,NA,лъ,ццибурулъиссуб,х,SA,unclear
2121,ɬ,NA,лъ,путилъи,sample,SA,no
2122,ɬ,NA,лъ,ццибурулъиссуб,х,SA,unclear
2123,ɬ,NA,лъ,рагъилъи,х,SA,no
2124,ɬ,NA,лъ,рагъалалъи,sample,SA,yes
2125,ɬ,NA,лъ,рагъилъи,sample,SA,yes
2126,ɬ,NA,лъ,разеткалъи,sample,SA,yes
2127,ɬ,NA,лъ,макIилъи,sample,SA,no
2128,ɬ,NA,лъ,рашалъи,sample,SA,no
2129,ɬ,NA,лъ,рēбулъи,х,SA,no_time
2130,ɬ,NA,лъ,рēбулъи,х,SA,no_time
2131,ɬ,NA,лъ,рēбулъи,х,SA,no_time
2132,ɬ,NA,лъ,рēбу­лъиссуб,х,SA,no_time
2133,ɬ,NA,лъ,рēбу­лъиссуб,х,SA,no_time
2134,ɬ,NA,лъ,рēбу­лъиссуб,х,SA,no_time
2135,ɬ,NA,лъ,рēбу­лъиссуб,х,SA,no_time
2136,ɬ,NA,лъ,ццибурулъиссуб,х,SA,unclear
2137,ɬ,NA,лъ,релъи,sample,SA,yes
2138,ɬ,NA,лъ,рекулъи,sample,SA,unclear
2139,ɬ,NA,лъ,рēлъи,х,SA,yes
2140,ɬ,NA,лъ,рēлъи,х,SA,yes
2141,ɬ,NA,лъ,рēлъи,х,SA,yes
2142,ɬ,NA,лъ,рēлъи,х,SA,yes
2143,ɬ,NA,лъ,рēлъиссуб,х,SA,yes
2144,ɬ,NA,лъ,рēлъиссуб,х,SA,yes
2145,ɬ,NA,лъ,реулъи,sample,SA,no
2146,ɬ,NA,лъ,ццибурулъи,х,SA,no_time
2147,ɬ,NA,лъ,рищилъи,х,SA,no
2148,ɬ,NA,лъ,печилъи,х,SA,yes
2149,ɬ,NA,лъ,ребулъи,х,SA,no_time
2150,ɬ,NA,лъ,ццибурулъи,х,SA,no_time
2151,ɬ,NA,лъ,баранлъи,sample,SA,no_time
2152,ɬ,NA,лъ,кассалъи,х,SA,yes
2153,ɬ,NA,лъ,биччилъи,sample,SA,yes
2154,ɬ,NA,лъ,мигъилъи,sample,SA,yes
2155,ɬ,NA,лъ,ццибурулъи,х,SA,no_time
2156,ɬ,NA,лъ,гьингуралъи,sample,SA,yes
2157,ɬ,NA,лъ,ссикундалъи,sample,SA,no_time
2158,ɬ,NA,лъ,релъиссуб,х,SA,yes
2159,ɬ,NA,лъ,регьалъиссуб,sample,SA,yes
2160,ɬ,NA,лъ,ушколалъиссуб,х,SA,unclear
2161,ɬ,NA,лъ,макьилъи,х,SA,no_metaph
2162,ɬ,NA,лъ,тавуханилъи,sample,SA,yes
2163,ɬ,NA,лъ,тахIтасаралъи,sample,SA,yes
2164,ɬ,NA,лъ,нихилалъи,sample,SA,yes
2165,ɬ,NA,лъ,гьинцIцIулъи,х,SA,no
2166,ɬ,NA,лъ,мухулъи,х,SA,no
2167,ɬ,NA,лъ,къиндалъи,sample,SA,yes
2168,ɬː,NA,лълъ,тIанкIēлълъи,sample,SA,no
2169,ɬ,NA,лъ,лагалъи,sample,SA,yes
2170,ɬ,NA,лъ,лълъенилъи,sample,SA,yes 
2171,ɬ,NA,лъ,гьандалъи,sample,SA,no
2172,ɬ,NA,лъ,балницалъи,sample,SA,yes
2173,ɬ,NA,лъ,рухьулъи,sample,SA,no_sense
2174,ɬ,NA,лъ,универмагилъи,sample,SA,no_metaph
2175,ɬ,NA,лъ,университетилъи,х,SA,no_metaph
2176,ɬ,NA,лъ,инссалъи,х,SA,yes 
2177,ɬ,NA,лъ,мигъулалъи,sample,SA,yes
2178,ɬ,NA,лъ,ццибурулъи,х,SA,no_time
2179,ɬː,NA,лълъ,гьачIчIулълъи,sample,SA,no
2180,ɬ,NA,лъ,хъахIлъYлъи,sample,SA,no_time
2181,ɬ,NA,лъ,нихилалъи,sample,SA,no_sense
2182,ɬ,NA,лъ,гьулъилъи,х,SA,no
2183,ɬ,NA,лъ,гулатирлъи,sample,SA,no
2184,ɬ,NA,лъ,ребулъи,х,SA,no_time
2185,ɬ,NA,лъ,рикьилъи,х,SA,yes
2186,e,NA,е,гьингъуле ,sample,SA,yes
2187,ɬ,NA,лъ,гьулъилъи,х,SA,no
2188,ɬ,NA,лъ,цебпаралъи,х,SA,no_time
2189,ɬ,NA,лъ,цебпаралъи,sample,SA,no_time
2190,ɬ,NA,лъ,рехъиналъи,sample,SA,yes
2191,ɬ,NA,лъ,ццибурулъиссуб,х,SA,unclear
2192,ɬ,NA,лъ,ццибурулъиссуб,х,SA,unclear
2193,ɬ,NA,лъ,ццибурулъиссуб,х,SA,unclear
2194,ɬ,NA,лъ,ребулъи,sample,SA,no_time
2195,ɬ,NA,лъ,баранлъи,х,SA,no_time
2196,ɬ,NA,лъ,ццибурулъи,х,SA,no_time
2197,ɬ,NA,лъ,ццибурулъиссуб,х,SA,unclear
2198,ɬ,NA,лъ,ццибурулъи,х,SA,no_time
2199,ɬ,NA,лъ,ццибурулъи,х,SA,no_time
2200,ɬ,NA,лъ,ццибурулъиссуб,х,SA,unclear
2201,ɬ,NA,лъ,ццибурулъиссуб,х,SA,unclear
2202,ɬ,NA,лъ,ццибурулъиссуб,х,SA,unclear
2203,ɬ,NA,лъ,ребулъи,х,SA,no_time
2204,ɬ,NA,лъ,баранлъи,х,SA,no_time
2205,ɬ,NA,лъ,инссалъи,х,SA,yes 
2206,ɬ,NA,лъ,цIцIинтурлъи,sample,SA,yes
2207,ɬ,NA,лъ,ццибурулъиссуб,х,SA,unclear
2208,ɬ,NA,лъ,курорталъи,х,SA,yes
2209,ɬ,NA,лъ,заламалъи,sample,SA,yes 
2210,ɬ,NA,лъ,заламалъи,х,SA,yes 
2211,ɬ,NA,лъ,сиралалъи,sample,SA,yes 
2212,ɬ,NA,лъ,нассиралъи,sample,SA,yes 
2213,ɬ,NA,лъ,жилалъи,х,SA,yes
2214,ɬ,NA,лъ,рēбулъи,х,SA,no_time
2215,ɬ,NA,лъ,рейбулъи,х,SA,no_time
2216,ɬ,NA,лъ,лълъенилъи,sample,SA,yes 
2217,ɬ,NA,лъ,бертинлъи,х,SA,no
2218,ɬ,NA,лъ,гьандалъи,х,SA,no
2219,ɬ,NA,лъ,шавкъилъи,sample,SA,no
2220,ɬ,NA,лъ,щаралъи,sample,SA,yes
2221,ɬ,NA,лъ,щибалъи,sample,SA,yes
2222,ɬ,NA,лъ,телевизоралъи,sample,SA,yes__no
2223,ɬ,NA,лъ,ццибурулъиссуб,х,SA,unclear
2224,ɬ,NA,лъ,гIумрулъида,sample,SA,no
2225,ɬ,NA,лъ,ццибурулъиссуб,х,SA,unclear
2226,ɬ,NA,лъ,ццибурулъиссуб,х,SA,unclear
2227,ɬ,NA,лъ,ссураталъиссуб,sample,SA,yes
2228,ɬ,NA,лъ,баранлъиссуб,х,SA,no_time
2229,ɬː,NA,лълъ,гъабирлълъи,sample,SA,no
2230,ɬː,NA,лълъ,гьаражирлълъи,х,SA,no_metaph
2231,e,NA,е,мусе,sample,SA,yes
2232,q,NA,хъ,духъи,sample,SA,no
2233,q,NA,хъ,духъи,х,SA,no
2234,q,NA,хъ,духъи,sample,SA,no
2235,q,NA,хъ,духъи,х,SA,no
2236,q,NA,хъ,духъи,sample,SA,yes
2237,unclear,NA,хъ,михъи,sample,SA,yes
2238,q,NA,хъ,духъи,х,SA,no
2239,q,NA,хъ,дихъи,х,SA,no
2240,q,NA,хъ,михъи,х,SA,yes
2241,q,NA,хъ,дихъи,х,SA,no
2242,q,NA,хъ,гархъи,sample,SA,yes
2243,q,NA,хъ,дихъи,х,SA,no
2244,q,NA,хъ,дихъи,х,SA,no
2245,q,NA,хъ,дихъи,х,SA,no
2246,q,NA,хъ,духъи,х,SA,no
2247,q,NA,хъ,анчудахъи,sample,SA,yes
2248,q,NA,хъ,дихъи,х,SA,no
2249,q,NA,хъ,дихъи,х,SA,no
2250,q,NA,хъ,духъи,sample,SA,no
2251,q,NA,хъ,цIахъи ,sample,SA,yes
2252,q,NA,хъ,михъи,х,SA,yes
2253,q,NA,хъ,духъи,х,SA,no
2254,q,NA,хъ,духъи,х,SA,no
2255,q,NA,хъ,дихъи ,х,SA,no
2256,q,NA,хъ,духъи,sample,SA,no
2257,q,NA,хъ,духъи,х,SA,no
2258,q,NA,хъ,духъи,sample,SA,no_sense
2259,q,NA,хъ,духъи,х,SA,no_sense
2260,q,NA,хъ,духъи,х,SA,no
2261,q,NA,хъ,цIахъи ,х,SA,yes
2262,q,NA,хъ,михъи ,х,SA,yes
2263,q,NA,хъ,духъи,х,SA,no
2264,q,NA,хъ,дихъи,х,SA,no
2265,q,NA,хъ,дихъи,х,SA,no
2266,q,NA,хъ,дихъи,х,SA,no
2267,q,NA,хъ,дихъи,sample,SA,no
2268,q,NA,хъ,духъи ,х,SA,no
2269,q,NA,хъ,ишхъе,х,SA,yes
2270,χ,NA,х,голухе,sample,SA,no_POSS
2271,q,NA,хъ,ишхъе,х,SA,yes
2272,q,NA,хъ,ишхъе,х,SA,yes
2273,q,NA,хъ,ишхъе,х,SA,yes
2274,q,NA,хъ,ишхъе,х,SA,yes
2275,e,NA,е,гIурхъе,х,SA,yes
2276,q,NA,хъ,ишхъе,х,SA,yes
2277,q,NA,хъ,ишхъе,х,SA,yes
2278,q,NA,хъ,ишхъе,х,SA,yes
2279,q,NA,хъ,ишхъе,х,SA,yes
2280,q,NA,хъ,ишхъе,х,SA,yes
2281,q,NA,хъ,ишхъе,х,SA,yes
2282,q,NA,хъ,ишхъе,х,SA,yes
2283,q,NA,хъ,ишхъе,х,SA,yes
2284,q,NA,хъ,ишхъе,х,SA,yes
2285,q,NA,хъ,ишхъе,х,SA,yes
2286,q,NA,хъ,ишхъе,х,SA,yes
2287,q,NA,хъ,ишхъе,х,SA,yes
2288,q,NA,хъ,ишхъе,х,SA,yes
2289,q,NA,хъ,ишхъе,х,SA,yes
2290,q,NA,хъ,ишхъе,х,SA,yes
2291,q,NA,хъ,ишхъе,х,SA,yes
2292,q,NA,хъ,ишхъе,х,SA,yes
2293,q,NA,хъ,ишхъе,х,SA,yes
2294,q,NA,хъ,ишхъе,х,SA,yes
2295,q,NA,хъ,ишхъе,х,SA,yes
2296,q,NA,хъ,ишхъе,х,SA,yes
2297,q,NA,хъ,ишхъе,х,SA,yes
2298,q,NA,хъ,ишхъе,х,SA,yes
2299,q,NA,хъ,ишхъе,х,SA,yes
2300,q,NA,хъ,ишхъе,х,SA,yes
2301,q,NA,хъ,ишхъе,х,SA,yes
2302,q,NA,хъ,ишхъе,х,SA,yes
2303,NA,NA,NA,Буйхе,sample,SA,yes
2304,χ,NA,х,ищихе,sample,SA,yes
2305,χ,NA,х,ищихе,sample,SA,no_POSS
2306,χ,NA,х,илухе,sample,SA,yes
2307,χ,NA,х,дихе,sample,SA,yes
2308,χ,NA,х,гьулухе,sample,SA,yes
2309,χ,NA,х,духе,sample,SA,no_POSS
2310,χ,NA,х,ищихе ,х,SA,yes
2311,χ,NA,х,гьекIухе,sample,SA,yes
2312,χ,NA,х,биштихе ,sample,SA,yes
2313,e,NA,е,мухе,sample,SA,no
2314,χ,NA,х,ищихе ,х,SA,yes
2315,χ,NA,х,биштихе ,х,SA,yes
2316,χ,NA,х,ищихе ,х,SA,yes
2317,e,NA,е,мухе,sample,SA,no_metaph
2318,e,NA,е,мухе,х,SA,no_metaph
2319,χ,NA,х,корихе,sample,SA,yes
2320,e,NA,е,мухе,х,SA,no_metaph
2321,χ,NA,х,илухе,х,SA,yes
2322,χ,NA,х,магIарухе,sample,SA,yes
2323,χ,NA,х,илIихе,sample,SA,yes
2324,χ,NA,х,илIихе,х,SA,yes
2325,NA,NA,NA,Буйхе,х,SA,yes
2326,χ,NA,х,ищихе,х,SA,yes
2327,χ,NA,х,ищихе,х,SA,yes
2328,χ,NA,х,ищихе,sample,SA,no_POSS
2329,χ,NA,х,гьущухе,sample,SA,no_POSS
2330,χ,NA,х,цIцIерухе,sample,SA,no
2331,χ,NA,х,ищихе,х,SA,yes
2332,e,NA,е,мухе,sample,SA,no
2333,χ,NA,х,ищихе,х,SA,yes
2334,χ,NA,х,Бо́ржихе,sample,SA,yes_lex
2335,χ,NA,х,Гу́гихе,sample,SA,yes_lex
2336,χ,NA,х,бацIащухе ,sample,SA,yes_lex
2337,e,NA,е,И́нххе ,sample,SA,yes
2338,χ,NA,х,Ко́рихе,sample,SA,yes_lex
2339,χ,NA,х,Ще́бахе,sample,SA,yes_lex
2340,χ,NA,х,Зана́нахе ,sample,SA,yes_lex
2341,χ,NA,х,Ко́рихе,sample,SA,yes_lex
2342,χ,NA,х,Ха́бухе,sample,SA,yes_lex
2343,χ,NA,х,имухе,х,SA,unclear
2344,χ,NA,х,мадухалзабалъихе ,sample,SA,yes
2345,χ,NA,х,тIоргудалухи,sample,SA,no
2346,χ,NA,х,гьущухи,х,SA,no
2347,χ,NA,х,адамихи,sample,SA,no
2348,χ,NA,х,анччудахи,sample,SA,yes
2349,χ,NA,х,гьачIчIахи,sample,SA,yes
2350,χ,NA,х,арсихи,sample,SA,no
2351,u,NA,у,ахъулу ,sample,SA,yes
2352,χ,NA,х,байбахи,sample,SA,yes
2353,χ,NA,х,имухи,sample,SA,no
2354,χ,NA,х,голълъихи,sample,SA,no
2355,χ,NA,х,имухи,х,SA,no
2356,χ,NA,х,голълъихи,х,SA,no
2357,χ,NA,х,гьулълъихи,sample,SA,no
2358,χ,NA,х,кумакахи ,sample,SA,no
2359,χ,NA,х,гощухи,sample,SA,no
2360,χ,NA,х,БĒБАХИ,х,SA,yes
2361,χ,a,х,БĒБАХА,sample,SA,yes
2362,χ,NA,х,имухи,sample,SA,no
2363,χ,NA,х,мучулахи,sample,SA,yes
2364,χ,NA,х,реабахи,sample,SA,no
2365,χ,NA,х,бекьарахи,х,SA,yes
2366,χ,NA,х,рекьарахи,х,SA,yes
2367,χ,NA,х,бекIунахи,sample,SA,yes
2368,χ,NA,х,бекIунахи,х,SA,yes
2369,χ,NA,х,белетахи,sample,SA,no
2370,χ,NA,х,бехъахи,sample,SA,no
2371,χ,NA,х,катушкахи,sample,SA,no
2372,χ,NA,х,мучулахи,sample,SA,unclear
2373,χ,NA,х,гьанēхи,sample,SA,yes
2374,χ,NA,х,гъурдехи,sample,SA,yes
2375,χ,NA,х,гьущухи,х,SA,no
2376,χ,NA,х,бинзинахи ,sample,SA,no
2377,χ,NA,х,йешилълъихи,sample,SA,no
2378,χ,NA,х,боццулахи,sample,SA,yes
2379,χ,NA,х,боццулахи,х,SA,yes
2380,χ,NA,х,боццурхи,sample,SA,yes
2381,χ,NA,х,гьанкIвахи,sample,SA,yes
2382,χ,NA,х,реабахи,sample,SA,yes
2383,χ,NA,х,гьущухи,sample,SA,no
2384,χ,NA,х,гощухи,sample,SA,no
2385,χ,NA,х,чIабарахи,sample,SA,yes
2386,χ,NA,х,зивхи,sample,SA,no_time
2387,χ,NA,х,вечIухаимухи,х,SA,no
2388,χ,NA,х,гьаркIкIухи,sample,SA,no
2389,χ,NA,х,гьумибахи,sample,SA,yes
2390,χ,NA,х,рушибахи,sample,SA,yes
2391,χ,NA,х,чIабарахи,sample,SA,yes
2392,χ,NA,х,гъижихи ,х,SA,yes
2393,χ,NA,х,гъижихи ,sample,SA,yes
2394,χ,NA,х,гъижугъвандēхи,sample,SA,yes
2395,χ,NA,х,адамалухи ,sample,SA,no
2396,χ,NA,х,гъурущахи,sample,SA,no
2397,χ,NA,х,гощухи,х,SA,no
2398,χ,NA,х,гьава-бакъихи,sample,SA,no_sense
2399,χ,NA,х,биргадабахи,sample,SA,no
2400,χ,NA,х,гьанкъухи,sample,SA,no_sense
2401,χ,NA,х,гьантIукIабахи,sample,SA,yes
2402,χ,NA,х,гьантIукIабахи,sample,SA,no
2403,χ,NA,х,гьантIукIабахи,sample,SA,yes
2404,χ,NA,х,кечIахи,sample,SA,no
2405,χ,NA,х,хабарахи,sample,SA,no
2406,χ,NA,х,нāлълъихи,sample,SA,no
2407,χ,NA,х,имухи,sample,SA,no
2408,χ,NA,х,гьачIчIахи,х,SA,yes
2409,χ,NA,х,гьачIчIахи,х,SA,yes
2410,χ,NA,х,гьачIчIахи,х,SA,yes
2411,χ,NA,х,гьачIчIахи,х,SA,yes
2412,χ,NA,х,гьачIчIахи,х,SA,yes
2413,χ,NA,х,гьачIчIахи,х,SA,yes
2414,χ,NA,х,гьачIчIахи,х,SA,yes
2415,χ,NA,х,гьачIчIахи,х,SA,yes
2416,χ,NA,х,гьачIчIахи,х,SA,yes
2417,χ,NA,х,гьачIчIахи,х,SA,yes
2418,χ,NA,х,гьачIчIахи,х,SA,yes
2419,χ,a,х,гьехи,sample,SA,yes
2420,χ,NA,х,гьив-гьивщухи,sample,SA,no
2421,χ,NA,х,рекъēхи,sample,SA,yes
2422,χ,NA,х,гIакълухи,sample,SA,no
2423,χ,NA,х,ила-имухи,sample,SA,no
2424,χ,NA,х,микъēхи,sample,SA,unclear
2425,χ,NA,х,дакладахи,sample,SA,no
2426,χ,NA,х,ххунххубахи,sample,SA,yes
2427,χ,NA,х,къиндехи,sample,SA,yes
2428,χ,NA,х,зурмахи,sample,SA,no
2429,χ,NA,х,мухухи,sample,SA,no
2430,χ,NA,х,изнухи ,sample,SA,no
2431,χ,NA,х,гIадамалухи,sample,SA,no
2432,χ,NA,х,ИНДµХИ,х,SA,unclear
2433,χ,NA,х,инчухи,sample,SA,no
2434,χ,NA,х,инчухи,sample,SA,no
2435,χ,NA,х,миллионихи,sample,SA,no
2436,χ,NA,х,каламахи,sample,SA,no
2437,χ,NA,х,каникулдехи,sample,SA,no_time
2438,χ,NA,х,капекахи,sample,SA,no
2439,χ,NA,х,квачIибахи,sample,SA,unclear
2440,χ,NA,х,ракIвархи,sample,SA,no
2441,χ,NA,х,кирихи,sample,SA,no
2442,χ,NA,х,кирихи,sample,SA,no
2443,χ,NA,х,чIчIидурахи,sample,SA,yes
2444,χ,NA,х,гьущухи ,х,SA,no
2445,χ,NA,х,гьачIчIахи,х,SA,yes
2446,χ,NA,х,микъехи,sample,SA,unclear
2447,χ,NA,х,къватIēхи,sample,SA,yes
2448,e,NA,е,къватIé,х,SA,yes
2449,χ,NA,х,къерухи,sample,SA,no
2450,χ,NA,х,гьантIукIабахи,sample,SA,yes
2451,χ,NA,х,гьачIчIахи,sample,SA,yes
2452,χ,NA,х,кьетIехи,sample,SA,no_sense
2453,χ,NA,х,кьудехи ,sample,SA,yes
2454,χ,NA,х,катушкахи,х,SA,no
2455,χ,NA,х,макIилухи,sample,SA,no_sense
2456,χ,NA,х,гьудулахи,sample,SA,no
2457,χ,NA,х,мадугьалзабалъихи,sample,SA,no
2458,χ,NA,х,илухи,sample,SA,no
2459,χ,NA,х,гIабдалахи ,sample,SA,no
2460,χ,NA,х,нучирхи,sample,SA,no_sense
2461,χ,NA,х,паларссахи,sample,SA,no
2462,χ,NA,х,палипанихи,sample,SA,no_sense
2463,χ,NA,х,мучулахи,х,SA,yes
2464,χ,NA,х,рухьехи,sample,SA,yes
2465,χ,NA,х,реабахи,sample,SA,yes
2466,χ,NA,х,радивалихи ,sample,SA,no_sense
2467,χ,NA,х,рацIандехи,sample,SA,yes
2468,χ,NA,х,регъибахи,sample,SA,yes
2469,χ,NA,х,хъутандехи,sample,SA,yes
2470,χ,NA,х,гьачIчIахи,х,SA,yes
2471,χ,NA,х,рукIа-рахъинхи,sample,SA,no_sense
2472,χ,NA,х,гьантIукIабахи,х,SA,yes
2473,χ,NA,х,САДАРÁХИ ,sample,SA,yes
2474,e,NA,е,САДАРÉ,sample,SA,yes
2475,χ,NA,х,микъехи,х,SA,unclear
2476,χ,NA,х,гъурушахи,х,SA,no
2477,χ,NA,х,гьачIчIахи,sample,SA,yes
2478,χ,NA,х,басēхи,sample,SA,yes
2479,χ,NA,х,аллагьащухи,sample,SA,no
2480,χ,NA,х,микъехи,х,SA,unclear
2481,χ,NA,х,хъутабахи ,sample,SA,yes
2482,χ,NA,х,рушибахи,х,SA,yes
2483,χ,NA,х,бекIунахи,х,SA,yes
2484,χ,NA,х,кIвахIаллъовщухи,sample,SA,no_sense
2485,χ,NA,х,гьудулахи,sample,SA,yes
2486,χ,NA,х,макIилухи,х,SA,no_sense
2487,χ,NA,х,гощухи ,х,SA,no
2488,χ,NA,х,гьущухи,х,SA,no
2489,χ,NA,х,гьачIчIахи,sample,SA,yes
2490,χ,NA,х,гьачIчIахи,sample,SA,yes
2491,χ,NA,х,чIабарахи,х,SA,yes
2492,χ,NA,х,чIабарахи,х,SA,yes
2493,χ,NA,х,чIабарахи,sample,SA,yes
2494,χ,NA,х,реабахи,sample,SA,yes
